id,titulo,url_pdf,caminho_local,status_download
3985,SEMAGLUTIDA/OBESIDADE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3985.pdf,output/df_tjdft/pdfs/3985.pdf,sucesso
3986,RITLECITINIBE/ALOPÉCIA AREATA REFRATÁRIA A METOTREXATE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3986.pdf,output/df_tjdft/pdfs/3986.pdf,sucesso
3987,RITUXIMABE / NEUROPATIA MOTORA MULTIFOCAL,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3987.pdf,output/df_tjdft/pdfs/3987.pdf,sucesso
3988,MICOFENOLATO DE MOFETILA / ESCLEROSE SISTÊMICA COM USO PRÉVIO DE CICLOFOSFAMIDA E AZATIOPRINA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3988.pdf,output/df_tjdft/pdfs/3988.pdf,sucesso
3989,LANREOTIDA (SOMATULINE®) / TUMOR NEUROENDÓCRINO DE PULMÃO CARCINOIDE ATÍPICO METASTÁTICO E REFRATÁRIO A TRÊS LINHAS DE QUIMIOTERAPIA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3989.pdf,output/df_tjdft/pdfs/3989.pdf,sucesso
3990,EXOMA / TRANSTORNO DO ESPECTRO AUTISTA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3990.pdf,output/df_tjdft/pdfs/3990.pdf,sucesso
3991,VÍDEO-ELETROENCEFALOGRAMA / EPILEPSIA FOCAL DO LOBO TEMPORAL,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3991.pdf,output/df_tjdft/pdfs/3991.pdf,sucesso
3992,IPILIMUMAMBE E NIVOLUMABE/CÂNCER RENAL METASTÁTICO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3992.pdf,output/df_tjdft/pdfs/3992.pdf,sucesso
3993,RIOCIGUATE (ADEMPAS®) / HIPERTENSÃO PULMONAR TROMBOEMBÓLICA CRÔNICA (HPTEC) COM CONTRAINDICAÇÃO AO TRATAMENTO CIRÚRGICO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3993.pdf,output/df_tjdft/pdfs/3993.pdf,sucesso
3994,IMPLANTE DE VÁLVULA AÓRTICA VIA PERCUTÂNEA (TAVI) / ESTENOSE VALVAR AÓRTICA ACENTUADA SINTOMÁTICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3994.pdf,output/df_tjdft/pdfs/3994.pdf,sucesso
3995,EXAME TOMOGRAFIA COMPUTADORIZADA POR EMISSÃO DE PÓSITRONS (PET-CT) / TUMOR CARCINOIDE DE PULMÃO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3995.pdf,output/df_tjdft/pdfs/3995.pdf,sucesso
3996,EXTRATOR DE ELETRODOS DE MARCAPASSO / ENDOCARDITE (INFECÇÃO) VALVAR E DE MARCAPASSO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3996.pdf,output/df_tjdft/pdfs/3996.pdf,sucesso
3997,DENOSUMABE / OSTEOPOROSE EM PACIENTE COM DOENÇA RENAL CRÔNICA AVANÇADA (ESTÁDIO 4),https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3997.pdf,output/df_tjdft/pdfs/3997.pdf,sucesso
3998,RITUXIMABE / PÊNFIGO VULGAR COM USO PRÉVIO DE IMUNOSSUPRESSORES (MICOFENOLATO),https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3998.pdf,output/df_tjdft/pdfs/3998.pdf,sucesso
3999,ADALIMUMABE/HIDRADENITE SUPURATIVA REFRATÁRIA EM ADOLESCENTE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/3999.pdf,output/df_tjdft/pdfs/3999.pdf,sucesso
4000,BELIMUMABE / LÚPUS ERITEMATOSO SISTÊMICO C,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4000.pdf,output/df_tjdft/pdfs/4000.pdf,sucesso
4001,"RETINOGRAFIA COLORIDA, CAMPIMETRIA, TOMOGRAFIA DE COERÊNCIA ÓPTICA (OCT) E TESTE DE SOBRECARGA HÍDRICA / GLAUCOMA",https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4001.pdf,output/df_tjdft/pdfs/4001.pdf,sucesso
4002,EXTRATOR DE ELETRODOS DE MARCAPASSO / OCLUSÃO VENOSA DEVIDO AOS MÚLTIPLOS IMPLANTES DE MARCAPASSO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4002.pdf,output/df_tjdft/pdfs/4002.pdf,sucesso
4003,VACINA INATIVADA (RECOMBINANTE) CONTRA HERPES ZOSTER (SHINGRIX) / PREVENÇÃO DE HERPES ZOSTER EM PACIENTE IDOSO EM TERAPIA ONCOLÓGICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4003.pdf,output/df_tjdft/pdfs/4003.pdf,sucesso
4004,LORLATINIBE / ADENOCARCINOMA DE PULMÃO MUTAÇÃO ALK POSITIVO COM METÁSTASES,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4004.pdf,output/df_tjdft/pdfs/4004.pdf,sucesso
4005,MICOFENOLATO DE MOFETILA / PNEUMOPATIA INTERSTICIAL,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4005.pdf,output/df_tjdft/pdfs/4005.pdf,sucesso
4006,IMUNODEFICIÊNCIA COMUM VARIÁVEL / IMUNOGLOBULINA SUBCUTÂNEA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4006.pdf,output/df_tjdft/pdfs/4006.pdf,sucesso
4007,TEPROTUMUMABE / DOENÇA OCULAR TIREOIDIANA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4007.pdf,output/df_tjdft/pdfs/4007.pdf,sucesso
4008,ELEVIDYS / DISTROFIA MUSCULAR DE DUCHENNE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4008.pdf,output/df_tjdft/pdfs/4008.pdf,sucesso
4009,ONASEMNOGENO ABEPARVOVEQUE (ZOLGENSMA)/ ATROFIA MUSCULAR ESPINHAL TIPO I,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4009.pdf,output/df_tjdft/pdfs/4009.pdf,sucesso
4010,ONASEMNOGENO ABEPARVOVEQUE (ZOLGENSMA®)/ATROFIA MUSCULAR ESPINHAL TIPO 2,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4010.pdf,output/df_tjdft/pdfs/4010.pdf,sucesso
4011,MITRACLIP® / INSUFICIÊNCIA ACENTUADA DE VÁLVULA CARDÍACA MITRAL COM CONTRAINDICAÇÃO A CIRURGIA ABERTA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4011.pdf,output/df_tjdft/pdfs/4011.pdf,sucesso
4012,TRANSTORNO DO ESPECTRO AUTISTA/PRODUTO À BASE DE CANNABIS,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4012.pdf,output/df_tjdft/pdfs/4012.pdf,sucesso
4013,OXIGENOTERAPIA HIPERBÁRICA / FÍSTULAS PERIANAIS COMPLEXAS SECUNDÁRIAS A DOENÇA DE CROHN,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4013.pdf,output/df_tjdft/pdfs/4013.pdf,sucesso
4014,RITUXIMABE / MIASTENIA GRAVIS,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4014.pdf,output/df_tjdft/pdfs/4014.pdf,sucesso
4015,PEMBROLIZUMABE/ MELANOMA MALIGNO METASTÁTICO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4015.pdf,output/df_tjdft/pdfs/4015.pdf,sucesso
4016,"ELEXACAFTOR, TEZACAFTOR, IVACFTOR (TRIKAFTA) / FIBROSE   CÍSTICA COM MUTAÇÃO R1066H e R1162X",https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4016.pdf,output/df_tjdft/pdfs/4016.pdf,sucesso
4017,EDARAVONA (RADICAVA®)/ ESCLEROSE LATERAL AMIOTRÓFICA (ELA),https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4017.pdf,output/df_tjdft/pdfs/4017.pdf,sucesso
4018,VÍDEO-ELETROENCEFALOGRAMA / ENCEFALOPATIA EPILÉPTICA - SÍNDROME DE LENNOX-GASTAUT,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4018.pdf,output/df_tjdft/pdfs/4018.pdf,sucesso
4019,TEPROTUMUMABE / DOENÇA OCULAR TIREOIDIANA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4019.pdf,output/df_tjdft/pdfs/4019.pdf,sucesso
4020,OCRELIZUMABE / ESCLEROSE MÚLTIPLA FORMA REMITENTE-RECORRENTE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4020.pdf,output/df_tjdft/pdfs/4020.pdf,sucesso
4021,RIBOCICLIBE / CÂNCER DE MAMA METASTÁTICO COM RECEPTOR HORMONAL POSITIVO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4021.pdf,output/df_tjdft/pdfs/4021.pdf,sucesso
4022,PRODUTO À BASE DE CANNABIS/ TRANSTORNO DE DÉFICIT DE ATENÇÃO E HIPERATIVIDADE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4022.pdf,output/df_tjdft/pdfs/4022.pdf,sucesso
4023,TRASTUZUMABE DERUXTECANA / CÂNCER DE MAMA HER2 POSITIVO METASTÁTICO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4023.pdf,output/df_tjdft/pdfs/4023.pdf,sucesso
4024,ELEVIDYS / DISTROFIA MUSCULAR DE DUCHENNE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4024.pdf,output/df_tjdft/pdfs/4024.pdf,sucesso
4025,SEQUENCIAMENTO COMPLETO GENÉTICO DE EXOMA/ DEFICIÊNCIA INTELECTUAL,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4025.pdf,output/df_tjdft/pdfs/4025.pdf,sucesso
4026,LIRAGLUTIDA / OBESIDADE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4026.pdf,output/df_tjdft/pdfs/4026.pdf,sucesso
4027,LENALIDOMIDA / MIELOMA MÚLTIPLO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4027.pdf,output/df_tjdft/pdfs/4027.pdf,sucesso
4028,RIBOCICLIBE / CÂNCER DE MAMA METASTÁTICO COM RECEPTOR HORMONAL POSITIVO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4028.pdf,output/df_tjdft/pdfs/4028.pdf,sucesso
4029,TRAMETINIBE ASSOCIADO AO DABRAFENIBE/   MELANOMA CUTÂNEO METASTÁTICO COM MUTAÇÃO BRAF600,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4029.pdf,output/df_tjdft/pdfs/4029.pdf,sucesso
4030,CEMIPLIMABE / CARCINOMA DE PELE DO TIPO CÉLULAS ESCAMOSAS COM METÁSTASE PARA LINFONODOS E PULMÃO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4030.pdf,output/df_tjdft/pdfs/4030.pdf,sucesso
4031,MIRTAZAPINA E LEVOMPEROMAZINA/ TRANSTORNO AFETIVO BIPOLAR,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4031.pdf,output/df_tjdft/pdfs/4031.pdf,sucesso
4032,AZACITIDINA/SÍNDROME MIELODISPLÁSICA DE ALTO RISCO DO TIPO AREB-1,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4032.pdf,output/df_tjdft/pdfs/4032.pdf,sucesso
4033,TOFACITINIBE/ ALOPECIA AREATA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4033.pdf,output/df_tjdft/pdfs/4033.pdf,sucesso
4034,AZACITIDINA / SÍNDROME MIELODISPLÁSICA DE BAIXO RISCO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4034.pdf,output/df_tjdft/pdfs/4034.pdf,sucesso
4035,NINTEDANIBE / FIBROSE PULMONAR PROGRESSIVA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4035.pdf,output/df_tjdft/pdfs/4035.pdf,sucesso
4036,PRODUTO À BASE DE CANABIDIOL (HOH FULL SPECTRUM 6000MG CBD) / FIBROMIALGIA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4036.pdf,output/df_tjdft/pdfs/4036.pdf,sucesso
4037,TEPROTUMUMABE / DOENÇA OCULAR TIREOIDIANA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4037.pdf,output/df_tjdft/pdfs/4037.pdf,sucesso
4038,FÓRMULA DE AMINOÁCIDOS ISENTA DE FENILALANINA (PKU MEDC) / FENILCETONÚRIA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4038.pdf,output/df_tjdft/pdfs/4038.pdf,sucesso
4039,PRODUTO À BASE DE CANNABIS/AUTISMO INFANTIL,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4039.pdf,output/df_tjdft/pdfs/4039.pdf,sucesso
4040,BEVACIZUMABE / GLIOMA DE ALTO GRAU REFRATÁRIO AO TEMOZOLOMIDA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4040.pdf,output/df_tjdft/pdfs/4040.pdf,sucesso
4041,RIOCIGUATE (ADEMPAS®) / HIPERTENSÃO PULMONAR TROMBOEMBÓLICA CRÔNICA (HPTEC),https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4041.pdf,output/df_tjdft/pdfs/4041.pdf,sucesso
4042,ONASEMNOGENO ABEPARVOVEQUE (ZOLGENSMA)/ ATROFIA MUSCULAR ESPINHAL PRÉ SINTOMÁTICA COM 3 CÓPIAS DE SMN2,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4042.pdf,output/df_tjdft/pdfs/4042.pdf,sucesso
4043,MEPOLIZUMABE / SÍNDROME HIPEREOSINOFÍLICA CRÔNICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4043.pdf,output/df_tjdft/pdfs/4043.pdf,sucesso
4045,MÁQUINA ASSISTENTE DE TOSSE (COUGH ASSIST®) / DISTROFIA MUSCULAR DE DUCHENNE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4045.pdf,output/df_tjdft/pdfs/4045.pdf,sucesso
4047,SOMATROPINA / BAIXA ESTATURA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4047.pdf,output/df_tjdft/pdfs/4047.pdf,sucesso
4048,ESQUIZOFRENIA PARANOIDE REFRATÁRIA /CLOZAPINA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4048.pdf,output/df_tjdft/pdfs/4048.pdf,sucesso
4049,LENALIDOMIDA / MIELOMA MÚLTIPLO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4049.pdf,output/df_tjdft/pdfs/4049.pdf,sucesso
4050,"MICOFENOLATO MOFETILA / ESCLERODERMIA EM PLACAS EXTENSA, REFRATÁRIA AO METOTREXATO E À FOTOTERAPIA",https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4050.pdf,output/df_tjdft/pdfs/4050.pdf,sucesso
4051,DUPILUMABE /ESOFAGITE EOSINOFÍLICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4051.pdf,output/df_tjdft/pdfs/4051.pdf,sucesso
4052,SOMATROPINA/ RESISTÊNCIA AO HORMÔNIO DE CRESCIMENTO SECUNDÁRIO ÀS MÚLTIPLAS TRANSFUSÕES SANGUÍNEAS E GLICOCORTICOTERAPIA PREGRESSAS PELA ANEMIA DE BLACKFAN DIAMOND,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4052.pdf,output/df_tjdft/pdfs/4052.pdf,sucesso
4053,ACETATO DE GOSSERELINA / NEOPLASIA DE PRÓSTATA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4053.pdf,output/df_tjdft/pdfs/4053.pdf,sucesso
4054,TRASTUZUMABE DERUXTECANA / CÂNCER DE MAMA HER2 POSITIVO METASTÁTICO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4054.pdf,output/df_tjdft/pdfs/4054.pdf,sucesso
4055,RANIBIZUMABE / RETINOPATIA DIABÉTICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4055.pdf,output/df_tjdft/pdfs/4055.pdf,sucesso
4056,AZATIOPRINA / GRANULOMATOSE COM POLIANGEÍTE (GRANULOMATOSE DE WEGENER),https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4056.pdf,output/df_tjdft/pdfs/4056.pdf,sucesso
4057,SOMATROPRINA/ BAIXA ESTATURA IDIOPÁTICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4057.pdf,output/df_tjdft/pdfs/4057.pdf,sucesso
4058,VÍDEO-ELETROENCEFALOGRAMA / SÍNDROME DE LENNOX-GASTAUT,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4058.pdf,output/df_tjdft/pdfs/4058.pdf,sucesso
4059,SENSIA FULL SPECTRUM® (CANABIDIOL) / SÍNDROME DO INTESTINO IRRITÁVEL,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4059.pdf,output/df_tjdft/pdfs/4059.pdf,sucesso
4060,CLORIDRATO DE PONATINIBE (ICLUSIG®) / LEUCEMIA MIELOIDE CRÔNICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4060.pdf,output/df_tjdft/pdfs/4060.pdf,sucesso
4061,DUPILUMABE / DERMATITE ATÓPICA GRAVE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4061.pdf,output/df_tjdft/pdfs/4061.pdf,sucesso
4062,OCRELIZUMABE / ESCLEROSE MÚLTIPLA PRIMARIAMENTE PROGRESSIVA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4062.pdf,output/df_tjdft/pdfs/4062.pdf,sucesso
4063,DUPILUMABE / PRURIGO NODULAR GRAVE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4063.pdf,output/df_tjdft/pdfs/4063.pdf,sucesso
4064,DUVYZAT® (GIVINOSTAT) / DISTROFIA MUSCULAR DE DUCHENNE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4064.pdf,output/df_tjdft/pdfs/4064.pdf,sucesso
4065,IPILIMUMAMBE E NIVOLUMABE/CÂNCER RENAL METASTÁTICO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4065.pdf,output/df_tjdft/pdfs/4065.pdf,sucesso
4067,ELEXACAFTOR – TEZACAFTOR – IVACAFTOR (TRIKAFTA®) / FIBROSE CÍSTICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4067.pdf,output/df_tjdft/pdfs/4067.pdf,sucesso
4068,VENETOCLAX E AZACITIDINA / LEUCEMIA MIELÓIDE AGUDA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4068.pdf,output/df_tjdft/pdfs/4068.pdf,sucesso
4069,ELEVYDIS® (DELANDISTROGENO MOXEPARVOVEQUE) / DISTROFIA MUSCULAR DE DUCHENNE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4069.pdf,output/df_tjdft/pdfs/4069.pdf,sucesso
4070,ONASEMNOGENO ABEPARVOVEQUE (ZOLGENSMA®) / ATROFIA MUSCULAR ESPINHAL PRÉ SINTOMÁTICA COM TRÊS CÓPIAS SMN2,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4070.pdf,output/df_tjdft/pdfs/4070.pdf,sucesso
4071,OCRELIZUMABE / ESCLEROSE MÚLTIPLA FORMA REMITENTE-RECORRENTE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4071.pdf,output/df_tjdft/pdfs/4071.pdf,sucesso
4073,PIRFENIDONA OU NINTEDANIBE / FIBROSE PULMONAR IDIOPÁTICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4073.pdf,output/df_tjdft/pdfs/4073.pdf,sucesso
4074,EPILEPSIA REFRATÁRIA/VÍDEO-ELETROENCEFALOGRAMA (VEEG),https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4074.pdf,output/df_tjdft/pdfs/4074.pdf,sucesso
4075,RITUXIMABE / PÊNFIGO VULGAR,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4075.pdf,output/df_tjdft/pdfs/4075.pdf,sucesso
4076,SATRALIZUMABE / NEUROMIELITE ÓPTICA COM USO PRÉVIO DE RITUXIMABE,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4076.pdf,output/df_tjdft/pdfs/4076.pdf,sucesso
4077,ABEMACICLIBE OU RIBOCICLIBE / CÂNCER DE MAMA METASTÁTICO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4077.pdf,output/df_tjdft/pdfs/4077.pdf,sucesso
4078,ADRENALINA AUTOINJETÁVEL / ALERGIA À PROTEÍNA DO LEITE DE VACA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4078.pdf,output/df_tjdft/pdfs/4078.pdf,sucesso
4079,ELEXACAFTOR – TEZACAFTOR – IVACAFTOR (TRIKAFTA®) / FIBROSE CÍSTICA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4079.pdf,output/df_tjdft/pdfs/4079.pdf,sucesso
4080,TRASTUZUMABE DERUXTECANA / CÂNCER DE MAMA HER2 POSITIVO METASTÁTICO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4080.pdf,output/df_tjdft/pdfs/4080.pdf,sucesso
4081,DARATUMUMABE + POMALIDOMIDA OU ISATUXIMABE + POMALIDOMIDA / MIELOMA MÚLTIPLO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4081.pdf,output/df_tjdft/pdfs/4081.pdf,sucesso
4082,RITUXIMABE / PÊNFIGO VULGAR,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4082.pdf,output/df_tjdft/pdfs/4082.pdf,sucesso
4083,CLADRIBINA / ESCLEROSE MÚLTIPLA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4083.pdf,output/df_tjdft/pdfs/4083.pdf,sucesso
4086,CIRURGIA DE TRANSGENITALIZAÇÃO E CONDROPLASTIA LARÍNGEA / TRANSEXUALISMO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4086.pdf,output/df_tjdft/pdfs/4086.pdf,sucesso
4087,LENALIDOMIDA / MIELOMA MÚLTIPLO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4087.pdf,output/df_tjdft/pdfs/4087.pdf,sucesso
4088,FÓRMULA DE AMINOÁCIDOS ISENTA DE FENILALANINA / FENILCETONÚRIA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4088.pdf,output/df_tjdft/pdfs/4088.pdf,sucesso
4089,CANNFLY NEUROGUARD / FIBROMIALGIA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4089.pdf,output/df_tjdft/pdfs/4089.pdf,sucesso
4090,ACETATO DE ICATIBANTO / ANGIOEDEMA HEREDITÁRIO TIPO II,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4090.pdf,output/df_tjdft/pdfs/4090.pdf,sucesso
4092,DARATUMUMABE + LENALIDOMIDA / MIELOMA MÚLTIPLO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4092.pdf,output/df_tjdft/pdfs/4092.pdf,sucesso
4093,BRENTUXIMABE VEDOTINA OU PEMBROLIZUMABE / LINFOMA DE HODGKIN REFRATÁRIO À QUIMIOTERAPIA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4093.pdf,output/df_tjdft/pdfs/4093.pdf,sucesso
4094,ACALABRUTINIBE/ LEUCEMIA LINFOCÍTICA CRÔNICA REFRATÁRIA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4094.pdf,output/df_tjdft/pdfs/4094.pdf,sucesso
4096,CARFILZOMIBE / MIELOMA MÚLTIPLO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4096.pdf,output/df_tjdft/pdfs/4096.pdf,sucesso
4097,PEMBROLIZUMABE (KEYTRUDA®) / CARCINOMA DE PULMÃO DE CÉLULAS NÃO-PEQUENAS (CPCNP) METASTÁTICO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4097.pdf,output/df_tjdft/pdfs/4097.pdf,sucesso
4098,NIVOLUMABE + IPILIMUAMBE + DABRAFENIBE + TRAMETINIBE / MELANOMA METASTÁTICO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4098.pdf,output/df_tjdft/pdfs/4098.pdf,sucesso
4099,TRANSTORNO DE ANSIEDADE GENERALIZADA/SERTRALINA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4099.pdf,output/df_tjdft/pdfs/4099.pdf,sucesso
4100,RITUXIMABE / PÊNFIGO VULGAR,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4100.pdf,output/df_tjdft/pdfs/4100.pdf,sucesso
4104,RITLECITINIBE/ALOPECIA AREATA,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4104.pdf,output/df_tjdft/pdfs/4104.pdf,sucesso
4105,RAVULIZUMABE / MIASTENIA GRAVIS,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4105.pdf,output/df_tjdft/pdfs/4105.pdf,sucesso
4106,BELIMUMABE / LÚPUS ERITEMATOSO SISTÊMICO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4106.pdf,output/df_tjdft/pdfs/4106.pdf,sucesso
4107,PEMBROLIZUMABE/ CÂNCER DE MAMA TRIPLO NEGATIVO,https://www.tjdft.jus.br/informacoes/notas-laudos-e-pareceres/natjus-df/4107.pdf,output/df_tjdft/pdfs/4107.pdf,sucesso
